combination_woo_id,combination_sku,combination_name,quarantine_group_ids,quarantine_reason,blocked_components,current_price,price_missing,exclusion_status,publication_allowed
4691,0201001|0201001|1249001|1249001|0607011|0608011,"Crudo, Crudo, Rojo, Crudo",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011 | 0608011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
4692,0201001|0201001|1249001|1249001|0607011|0606011,"Crudo, Crudo, Rojo, Granate",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0606011 | 0607011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
4695,0201001|0201001|1249001|1249001|0607011|0616011,"Crudo, Crudo, Rojo, Negro",UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,0201001 | 0607011 | 0616011 | 1249001,578.17,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7333,0504011|0724003|0619002-1,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0619002-1 | 0724003,628.45,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7334,0504011|0724003|0617002-1,"Futón de algodón, 140x200x14,5 cm, Gris jaspeado",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0617002-1 | 0724003,628.45,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7335,0504011|0724003|0615002-1,"Futón de algodón, 140x200x14,5 cm, Amarillo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0615002-1 | 0724003,628.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7336,0504011|0730002|0614002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Verde",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0614002-1 | 0730002,830.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7337,0504011|0724003-1,"Futón de algodón, 140x200x14,5 cm, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0724003-1,558.45,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7338,0504011|0724003|0609002-1,"Futón de algodón, 140x200x14,5 cm, Azul",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0609002-1 | 0724003,628.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7339,0504011|0724003|0608002-1,"Futón de algodón, 140x200x14,5 cm, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0608002-1 | 0724003,628.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7340,0504011|0724003|0606002-1,"Futón de algodón, 140x200x14,5 cm, Granate",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0606002-1 | 0724003,628.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7341,0504011|0730002|0607002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Rojo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0607002-1 | 0730002,830.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7342,0504011|0724003|0616002-1,"Futón de algodón, 140x200x14,5 cm, Negro",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0616002-1 | 0724003,628.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7343,0504011|0724003|0607002-1,"Futón de algodón, 140x200x14,5 cm, Rojo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0607002-1 | 0724003,628.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7344,0504011|0724003|0614002-1,"Futón de algodón, 140x200x14,5 cm, Verde",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0614002-1 | 0724003,628.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7345,0504011|0730002|0619002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Beige jaspeado",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0619002-1 | 0730002,830,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7346,0504011|0730002|0617002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Gris jaspeado",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0617002-1 | 0730002,830,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7347,0504011|0728002-1,"Futón con una capa de látex, 140x200x14,5 cm, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0728002-1,642.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7348,0504011|0728002|0615002-1,"Futón con una capa de látex, 140x200x14,5 cm, Amarillo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0615002-1 | 0728002,712.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7349,0504011|0728002|0609002-1,"Futón con una capa de látex, 140x200x14,5 cm, Azul",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0609002-1 | 0728002,712.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7350,0504011|0728002|0608002-1,"Futón con una capa de látex, 140x200x14,5 cm, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0608002-1 | 0728002,712.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7351,0504011|0728002|0606002-1,"Futón con una capa de látex, 140x200x14,5 cm, Granate",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0606002-1 | 0728002,712.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7352,0504011|0728002|0616002-1,"Futón con una capa de látex, 140x200x14,5 cm, Negro",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0616002-1 | 0728002,712.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7353,0504011|0728002|0607002-1,"Futón con una capa de látex, 140x200x14,5 cm, Rojo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0607002-1 | 0728002,712.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7354,0504011|0728002|0614002-1,"Futón con una capa de látex, 140x200x14,5 cm, Verde",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0614002-1 | 0728002,712.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7355,0504011|0730002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0730002-1,760.40,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7356,0504011|0730002|0615002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Amarillo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0615002-1 | 0730002,830.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7357,0504011|0730002|0609002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Azul",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0609002-1 | 0730002,830.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7358,0504011|0730002|0608002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0608002-1 | 0730002,830.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7359,0504011|0730002|0606002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Granate",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0606002-1 | 0730002,830.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7360,0504011|0730002|0616002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Negro",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0616002-1 | 0730002,830.00,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7361,0504011|1253003-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 1253003-1,577.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7362,0504011|1253003|0615002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Amarillo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0615002-1 | 1253003,647.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7363,0504011|1253003|0609002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Azul",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0609002-1 | 1253003,647.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7364,0504011|1253003|0608002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0608002-1 | 1253003,647.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7365,0504011|1253003|0606002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Granate",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0606002-1 | 1253003,647.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7366,0504011|1253003|0616002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Negro",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0616002-1 | 1253003,647.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7367,0504011|1253003|0607002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Rojo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0607002-1 | 1253003,647.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7368,0504011|1253003|0614002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Verde",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0614002-1 | 1253003,647.99,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7369,0504011|1251006-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 1251006-1,577.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7370,0504011|1251006|0615002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Amarillo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0615002-1 | 1251006,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7371,0504011|1251006|0609002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Azul",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0609002-1 | 1251006,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7372,0504011|1251006|0608002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0608002-1 | 1251006,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7373,0504011|1251006|0606002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Granate",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0606002-1 | 1251006,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7374,0504011|1251006|0616002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Negro",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0616002-1 | 1251006,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7375,0504011|1251006|0607002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Rojo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0607002-1 | 1251006,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7376,0504011|1251006|0614002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Verde",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0614002-1 | 1251006,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7377,0504011|1254005-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 1254005-1,577.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7378,0504011|1254005|0615002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Amarillo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0615002-1 | 1254005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7379,0504011|1254005|0609002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Azul",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0609002-1 | 1254005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7380,0504011|1254005|0608002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0608002-1 | 1254005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7381,0504011|1254005|0606002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Granate",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0606002-1 | 1254005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7382,0504011|1254005|0616002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Negro",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0616002-1 | 1254005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7383,0504011|1254005|0607002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Rojo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0607002-1 | 1254005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7384,0504011|1254005|0614002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Verde",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0614002-1 | 1254005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7385,0504011|1252005-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Sin funda",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 1252005-1,577.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7386,0504011|1252005|0615002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Amarillo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0615002-1 | 1252005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7387,0504011|1252005|0609002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Azul",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0609002-1 | 1252005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7388,0504011|1252005|0608002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Crudo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0608002-1 | 1252005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7389,0504011|1252005|0606002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Granate",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0606002-1 | 1252005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7390,0504011|1252005|0616002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Negro",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0616002-1 | 1252005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
7391,0504011|1252005|0607002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Rojo",TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,0504011 | 0607002-1 | 1252005,647.58,NO,EXCLUDED_FROM_PRICE_PROPAGATION,NO
